MSA_word,count_MSA
يأتينا,2
حافلة,2
اقتربنا,2
النزول,2
وبعضها,2
تركناه,2
سعرها,2
جعلنا,2
سلعة,2
يتكدس,2
فذهبت,2
دراجتي,2
للأمام,2
الخمر,2
أهانني,2
لالة,2
وحدث,2
والراحة,2
الرجل؟,2
سيرى,2
سمعة,2
وأرسلت,2
المطوية,2
مباشر,2
جنون,2
السلسلة,2
يمزح,2
تخبره,2
عليه؟,2
بعصا,2
مغشيا,2
حقيقة,2
دواءه,2
ورحلوا,2
أتصور,2
أراهم,2
شرابا,2
ووجدناها,2
مزاح,2
احتجتم,2
أودي,2
فأجابني,2
الحبوب,2
نظيفون,2
ذكروا,2
أشار,2
حقا؟,2
يبيعها,2
يمسكوه,2
له؟,2
ليقوموا,2
كبيران,2
المجفف,2
أنادي,2
إعطائنا,2
يسعدك,2
تابعونا,2
فأجاب,2
اسمك,2
يتحول,2
الحديقة,2
إبريق,2
فهمتموني؟,2
أعطيناه,2
نصفه,2
بضاعة,2
يجتمعون,2
ليرى,2
المادة,2
البقايا,2
أتوا,2
كسر,2
اليوم؟,2
سأريهم,2
أخبريني,2
رأيك؟,2
معكم؟,2
شيء؟,2
واتصلنا,2
يرغبوا,2
الهرج,2
داركم؟,2
العصابة,2
توأم,2
أمهم,2
إزعاج,2
حمية,2
سيخرجون,2
وتناولنا,2
وكلما,2
الدرج,2
العجلة,2
الاثنان,2
المنزل؟,2
قلت؟,2
أنس,2
مددت,2
هذان,2
وذهبوا,2
ويأتون,2
فتى,2
يركض,2
وألقوا,2
للاهتمام,2
أخبرناه,2
وجدتم,2
وشاهدوا,2
وسنخرج,2
الهروب,2
والأكواب,2
وضرب,2
يحيطون,2
احترس,2
وداس,2
التجارية,2
وسأأتي,2
الداخلية,2
أرك,2
رقمها,2
واتصلت,2
واستعدت,2
لرؤيتهم,2
بنفسها,2
وأرادت,2
أتأخر,2
الطابق,2
العلوي,2
نترككم,2
وأخبروني,2
يأخذون,2
سأقف,2
والأطفال,2
حسبت,2
أصحاب,2
أخفيته,2
أرتكب,2
أين؟,2
بي؛,2
الحدة,2
متوترة,2
الاستيقاظ,2
كوبين,2
مرتب,2
لزيارتي,2
أحسب,2
بالخروج,2
ونادى,2
أرباحا,2
وأجد,2
أستاذ,2
الشحنة,2
بوعزة,2
الإشارة,2
عائدين,2
الرمال,2
نخرجها,2
ونضعها,2
سأ,2
سأبيعه,2
المغربية,2
نفك,2
تنه,2
إياه,2
نجهز,2
وسارت,2
لأراه,2
تتحرك,2
مسرعا,2
مربوطا,2
وأحضرته,2
واعيا,2
دعوا,2
بعلال,2
مخططون,2
المكالمات,2
تحقق,2
سيظهر,2
للسرقة,2
وسنرى,2
وأردنا,2
أرجع,2
نراقب,2
وظللنا,2
أخرجته,2
أخرجتها,2
يناسبك,2
الأضواء,2
يطرح,2
مثلكم,2
يتظاهر,2
نحوه,2
تحطم,2
وبالفعل,2
المظهر,2
أمسكها,2
علب,2
وأستعد,2
الأربعين,2
دعوت,2
سأغير,2
بإنشاء,2
ونلتقي,2
ملاحقتي,2
ونعم,2
بواسطة,2
محتارا,2
وسأبدأ,2
وأخ,2
متزوجا,2
لطيف,2
الطفولة,2
مستواه,2
يدرسن,2
لأطلب,2
وأتزوجك,2
أهلنا,2
لأمها,2
أتواصل,2
أقوى,2
أنهى,2
دراسته,2
قدم,2
للخطبة,2
وآتي,2
الفرحة,2
بالدش,2
بتصفيف,2
والطعام,2
وأخيرا,2
لخطوبتي,2
لابنها,2
أنتظرهم,2
ظلوا,2
أرضعتني,2
واعتنت,2
يخطر,2
ببالي,2
عائقا,2
سكبت,2
ابتعدي,2
شكوت,2
وأفكر,2
وأنسى,2
التأثير,2
ووالله,2
مهتمة,2
يجيبني,2
سأجيب,2
محدد,2
فاجأني,2
تفكيري,2
صادق,2
استغلالي,2
ينقلب,2
صورتي,2
أرده,2
ردود,2
وأعجبتني,2
عقليته,2
السخرية,2
ليخطبني,2
قررنا,2
إقامة,2
الأهل,2
معاملتهم,2
التدخل,2
الوغد,2
مطلقا,2
حديثها,2
الأطعمة,2
الشهية,2
مركزة,2
تجدني,2
انتقلت,2
منخفضا,2
واجباتي,2
وزيادة,2
تعرفن,2
رائحته,2
رشة,2
أشمها,2
يلاحظني,2
وضوح,2
وسعيدة,2
أحرمه,2
ينقصنا,2
زوجين,2
النقاش,2
سريع,2
غضبي,2
يتركها,2
حزينة,2
ولدين,2
بإجراء,2
والأمور,2
بأوقات,2
يحرمني,2
أجرينا,2
سارت,2
به؟,2
أزواجهم,2
رأسا,2
وجدتني,2
فإنه,2
الزائدة,2
أجرؤ,2
هراء,2
طعمه,2
مالح,2
الطعم,2
ضعيه,2
وفعلتها,2
وأفضل,2
يرتفع,2
تنام,2
المنوية,2
وجعلها,2
أجربه,2
وأولادي,2
حلها,2
العمرة,2
جميلات,2
بالاهتمام,2
وسلام,2
وجيد,2
الحلاوة,2
لتنظيف,2
مفيد,2
قرة,2
جسدها,2
جربنا,2
كهذه,2
انضموا,2
الإعجابات,2
جعلته,2
أعدته,2
بحيلة,2
متوسط,2
والذين,2
يسامحها,2
مطلوب,2
خلاف,2
ويتركها,2
داخلنا,2
أعصابها,2
غضبها,2
وتعاني,2
منزعجة,2
بالصراخ,2
بغضب,2
سأموت,2
مني؟,2
الهدوء,2
تفقد,2
يحفظنا,2
أدوية,2
وكأني,2
وأعدت,2
تدبير,2
يمسك,2
الاعتماد,2
الحلاقة,2
ووحيدة,2
شؤوني,2
بكرامة,2
إقناعي,2
يرض,2
شكوك,2
ألتقط,2
مثالية,2
وأخاف,2
قانونيا,2
مستقبله,2
بتربيته,2
تعيشين,2
سأكتشف,2
كدنا,2
فعلتيه,2
يعينه,2
جلبته,2
تحلم,2
بثقة,2
العرائس,2
تدعى,2
عودي,2
أتجنب,2
بأكثر,2
الشقاق,2
معها؛,2
معظم,2
دعوها,2
أصعد,2
أجدها,2
الأثقال,2
اشتريتها,2
طبيعتي,2
الوعاء,2
والقهوة,2
بأمور,2
معروفا,2
اتركيها,2
عليها؟,2
داعمة,2
رغيف,2
لتجهز,2
للوسي,2
أخواتك,2
تعجبها,2
تجاهلها,2
خصما,2
تصرفاتها,2
والإوزة,2
نقاش,2
المتاعب,2
ولكي,2
صائمة,2
يحين,2
ثقيلا,2
مشقة,2
ينتقدني,2
يصر,2
تبدين,2
تهمس,2
ومساء,2
لأخوتي,2
شأني,2
ينتقد,2
شكلي,2
وأتبع,2
يقارنني,2
بجهد,2
أيتها,2
الحمقاء,2
أطرح,2
خطوبتها,2
ليقول,2
بالفتيات,2
عظام,2
أتوقف,2
الحريرة,2
ارجعي,2
وارجعي,2
الزيادة,2
نعرفه,2
الجوز,2
والخبز,2
سنقضي,2
صعبون,2
اتباع,2
وأعطيها,2
تصدر,2
صوتا,2
تصعد,2
وهل,2
بخيبة,2
أمل,2
ننسى,2
باللطف,2
الزميطة,2
والحيوية,2
السوداني,2
غبية,2
سنستمر,2
بالطاقة,2
وجدة,2
مركزا,2
أكملتها,2
الإجازة,2
لامتحان,2
أتعصب,2
أواجه,2
إرضاء,2
آخذه,2
ألبسه,2
خطوبتنا,2
فرض,2
ذوقه,2
نريده,2
صفقة,2
ثانية,2
ليسلم,2
ولحسن,2
الإعجاب,2
بسيطا,2
الحياء,2
تعابير,2
ليوم,2
أتحمله,2
فهناك,2
لمجرد,2
أخفي,2
مشاعره,2
جذابة,2
شاركتها,2
تجاهها,2
تقبلين,2
مستعجل,2
كلماته,2
أطير,2
عائلتكم,2
سأقولها,2
بتحديد,2
ممكنة,2
مشتركا,2
قراره,2
لبضعة,2
سنبقى,2
مصرا,2
أروع,2
طبخت,2
اغسلي,2
وجهزي,2
حبيبة,2
نظيفا,2
أغضبتني,2
كأنك,2
أحضريها,2
لتساعدني,2
شقة,2
وستأتي,2
النقصان,2
ببيتي,2
صريحة,2
بابني,2
فرج,2
وأقمت,2
تغادر,2
تحسنت,2
كبنت,2
بصورة,2
راتب,2
بالثقل,2
ورأت,2
شرح,2
الوقوف,2
أخبركن,2
وشفيت,2
أولاده,2
وسبب,2
بالصراحة,2
الحميمة,2
أفرق,2
نهائي,2
غضبا,2
نتشاجر,2
وأتحمل,2
وأعطوني,2
واستخدمت,2
تحصل,2
يتحسن,2
سمتها,2
بانتظام,2
لاستخدامه,2
أضيفي,2
أعدتها,2
وضعته,2
استحميت,2
أنصح,2
أعمم,2
تعليقاتكم,2
قصته,2
رواية,2
قصتها,2
ورحمة,2
للا,2
ارتكاب,2
بخدعة,2
الأحاديث,2
أعبر,2
أنتقد,2
أخفض,2
تضايقت,2
حنونة,2
تتحداني,2
يستغلونني,2
صديقاتي,2
ودرست,2
سنتعرف,2
معجبا,2
بتغيير,2
الدورة,2
بالجامعة,2
أفتقد,2
نادرا,2
أدرسه,2
لحسابه,2
مظهره,2
ليتحدث,2
تجاهلته,2
والمساء,2
بمشاعره,2
جئت؟,2
قبلته,2
والذهاب,2
متعلقا,2
وأحبه,2
وتزوجي,2
وأحضروا,2
شوكولاتة,2
الصعبة,2
الشريفة,2
وأخوها,2
الأوزة,2
سألها,2
وتريد,2
الأمور؟,2
تريدي,2
مستعدين,2
شرائها,2
رفعتها,2
ويلزم,2
بالحشوة,2
راضيا,2
ثلاجة,2
مرتبا,2
واحتفلنا,2
اهتمي,2
أشياءك,2
بالرضا,2
يبخل,2
الإوزة,2
وأغلقوا,2
بضحكة,2
أختي؟,2
أغلقتها,2
بالدهشة,2
مهملة,2
أتدخل,2
سأصبر,2
شاقا,2
وجدوني,2
أرضا,2
وتجعلني,2
مرتديا,2
أسباب,2
بسببك,2
وأي,2
البسطة,2
شأنك,2
أخلق,2
يمنحك,2
للخير,2
كانتا,2
تزعجني,2
أشكرها,2
وتحلف,2
قصارى,2
وتحملت,2
وجلبت,2
ملأت,2
ووضعهم,2
جعله,2
الأدب,2
تزعم,2
لأعيش,2
المفتاح,2
المفاتيح,2
أخرجها,2
يعيدها,2
يعيدون,2
دعهم,2
يكنوا,2
مفتوحا,2
يلعن,2
بنسبة,2
العادة,2
أضيفه,2
تخدع,2
بعملها,2
ورتبته,2
مفتوحة,2
فتحته,2
الاحتياطات,2
الشكوى,2
احذري,2
تقومي,2
وأجده,2
الخبيثة,2
جننت,2
ووصلت,2
الستارة,2
حيرة,2
بمن,2
وسأعيش,2
تابعت,2
تصدق,2
أمحوه,2
أجلب,2
لزوجك,2
خوفا,2
قدميها,2
والأولاد,2
واثنان,2
والكد,2
بعناية,2
المستمر,2
أرها,2
تكبرني,2
المكاتب,2
أزوج,2
المحيطة,2
يباركه,2
ويقوم,2
اسمها,2
الأجزاء,2
أنظف,2
موسم,2
تحتها,2
كقطعة,2
يضربونني,2
باردة,2
أندم,2
عني؟,2
سيجعلك,2
بهما,2
أزرق,2
بفترة,2
والجهد,2
التقدم,2
تسمح,2
بتسجيل,2
وملأت,2
سيقومون,2
أقسموا,2
أطفاله,2
ونهضت,2
شديدة,2
وانتبهي,2
المادية,2
للبكالوريا,2
العشرة,2
ورآها,2
بالفرح,2
بينه,2
تتدخل,2
وجدها,2
وعذبوني,2
جعلوني,2
بالسلامة,2
أعطيها,2
وانتهت,2
ينتقل,2
العريس,2
وتقوم,2
بواجبها,2
ولابني,2
خسارة,2
تثق,2
وله,2
سرا,2
وأدركت,2
ستظل,2
بكلمة,2
الباقي,2
حار,2
أنزل,2
الزاوية,2
الأريكة,2
أرتب,2
لنشرها,2
طهي,2
طبخك,2
عائشة,2
يثق,2
تدخلت,2
فخورة,2
طبلة,2
الزهايمر,2
اعتباركم,2
خائفين,2
أسألها,2
أغلي,2
أنا؟,2
الليالي,2
الكذب,2
تركني,2
تساوي,2
بأولادي,2
إزعاجي,2
أكررها,2
اعتبارك,2
القبيل؟,2
رويت,2
أذكره,2
بأمان,2
تستمرين,2
أواجهها,2
الدعاء,2
ويطيل,2
تبقين,2
كفيلة,2
التعبير,2
نود,2
وستظهر,2
تملك,2
ورآني,2
الثانوية,2
ألتفت,2
أعره,2
أستوعب,2
ناحية,2
ينقصك,2
لأخيك,2
يسألون,2
بعدنا,2
وشأني,2
التفت,2
ولماذا؟,2
يظهروا,2
أقاموا,2
القاعة,2
استأجروها,2
يفعلوه,2
مجتمعة,2
مخطئة,2
سامحيها,2
يصبر,2
أصغر,2
الرعد,2
ستخرج,2
لنخرج,2
وصعدت,2
التركيز,2
أريته,2
وغادرنا,2
بجولة,2
أتجول,2
خذوني,2
لنعد,2
تكشف,2
التل,2
مزعجا,2
ردة,2
الصحن,2
تزوجها,2
مروا,2
عرسها,2
يجبرك,2
برأسي,2
جاءت؟,2
بفعل,2
الحكمة,2
قاسية,2
تطليقها,2
ينجح,2
وصبورة,2
رأيك,2
المظلومة,2
الموافقة,2
بطريقته,2
أهلها,2
والأخضر,2
والضربة,2
اليومية,2
بشؤوني,2
القلم,2
وارتاحي,2
سأحكي,2
تخطر,2
متوسطة,2
مرضها,2
يستفزني,2
نشيطة,2
العتيقة,2
تتابع,2
ازداد,2
للعلاج,2
الكيميائي,2
متابعة,2
وأول,2
جلسة,2
جسمها,2
استطاعت,2
نراها,2
دوائها,2
وأعدك,2
كثيرون,2
الابتعاد,2
الفضيحة,2
الرقم؟,2
فعلنا,2
وأحكي,2
أزعجها,2
يخجل,2
أتي,2
تجاهلني,2
تعجبه,2
نوعية,2
تتزوجي,2
الكبرى,2
وسجلت,2
أعتبره,2
يتراجع,2
حراما,2
مناسبة,2
سجينة,2
بالسعادة,2
وبشكل,2
حديث,2
للولد,2
أتزوجه,2
وسيم,2
ممسكة,2
المعدة,2
بزفافي,2
ويحترمني,2
أفتقده,2
أحكم,2
حقيقيا,2
السيء,2
يشتكي,2
ينتبه,2
بالكاميرا,2
فاي,2
أندب,2
يركز,2
فني,2
أعماقي,2
بنية,2
بيده,2
رسائل,2
تحبه,2
وتبدو,2
بعضكم,2
ستتصالح,2
ممكنا,2
سدى,2
تحاولين,2
يقلن,2
أعشق,2
الأيدي,2
هذا؛,2
إعطائي,2
تعجبينني,2
ستفعلين,2
ألصق,2
يعتبرني,2
المرآة,2
تخلى,2
سيخطبني,2
وابنه,2
وأولاده,2
وسلمي,2
تقليله,2
منتفخا,2
الخطبة,2
الدلال,2
والقيام,2
بالرقية,2
أسقط,2
نعتدي,2
مائل,2
مبللة,2
الشجرة,2
حذرا,2
أتى,2
اضطررت,2
الأمان,2
بوقت,2
عصيب,2
أشارككم,2
نشرها,2
المناسب,2
أعجبتكم,2
اتركوها,2
القنوات,2
المنزلي,2
الخريطة,2
الطلبية,2
وأحمد,2
بروند,2
وأرتدي,2
أونو,2
بطاقة,2
معجونة,2
مصنوع,2
أقصده,2
والشعور,2
وتتحمل,2
فكرتي,2
وجهة,2
شخصين,2
أعتبر,2
يغضب,2
تبديل,2
بأنك,2
الواحدة,2
فهمتم,2
الأحيان,2
الفئات,2
ألومهم,2
تربيت,2
لجعلها,2
أذيب,2
وسأعد,2
وجبة,2
تركية,2
سأفعله,2
تجميع,2
يريحني,2
تلقائيا,2
ليبرد,2
فيلادلفيا,2
اللبنة,2
تروني,2
ينقع,2
وأضف,2
إيطالية,2
سننتقل,2
الملاعق,2
المطحون,2
الكأس,2
حارا,2
يحضرونه,2
أذوق,2
تعلمون,2
وخلط,2
كارثة,2
غمرني,2
تريدونها,2
شوربة,2
بصل,2
الحساء,2
أواصل,2
البصارة,2
ترغبون,2
ونضعه,2
مبشورة,2
تضيفين,2
ولذيذة,2
للكفتة,2
مقبلات,2
سأضعها,2
لونه,2
وبهذه,2
معجنا,2
وأتركه,2
وسيبقى,2
أره,2
تسميته,2
تضعوها,2
استخدموا,2
مائعة,2
زبادي,2
وبهذا,2
تستخدموا,2
وأكلنا,2
دعوني,2
وسنبقى,2
شايهم,2
تضعوا,2
أزعجتكم,2
مسألة,2
سيقولون,2
ترونها,2
بطريقتي,2
تشعري,2
نشرت,2
أضيفها,2
تأثير,2
بالتعليق,2
يتعلم,2
يواجه,2
يتعفن,2
وأقضي,2
الماضية,2
وسنناقش,2
تجدوه,2
تحضيره,2
البني,2
المغلي,2
مخلوطة,2
وأضعها,2
أصابع,2
تحتاجونه,2
تحتاجون,2
طريا,2
الورقية,2
طريقتها,2
سيعجبهم,2
حلوا,2
لتحليته,2
وسريعة,2
تجعدات,2
تريدها,2
رأيتموه,2
طعمها,2
لذيذ,2
أطباق,2
وصلصة,2
رقيقا,2
الهدية,2
اللعبة,2
أعجبكم,2
مستقيم,2
كإجراء,2
مغنيا,2
الخفيفة,2
المالحة,2
امزجوا,2
فقط؛,2
فإنك,2
مستطيلة,2
وسأخلط,2
أكيد,2
الاستغناء,2
نقيا,2
أقطعها,2
قوامها,2
أزينها,2
جوز,2
يعبرون,2
الكاراتيه,2
الملصق,2
ويعد,2
أعده,2
الغلاف,2
أعددت,2
بشاميل,2
أضفتها,2
وسنضيف,2
كطبقة,2
أصور,2
مذاقا,2
نفعلها,2
أود,2
نضجت,2
آكلها,2
حضريها,2
دفعة,2
سأخلط,2
يمكنكن,2
وأدخلها,2
للفرن,2
أكملوا,2
كحشوة,2
المايونيز,2
طرية,2
تركيب,2
مذهل,2
سلسا,2
شفرة,2
أجهز,2
البوتاجي,2
آلة,2
وسنلتقي,2
وخلال,2
لأريكم,2
أرخص,2
أستعمله,2
ناعم,2
السبريه,2
تحتاجينه,2
الرائع,2
أركم,2
العناية,2
بجوارنا,2
بالتحضير,2
أساسية,2
وملعقتان,2
عجنها,2
تختمر,2
تتخمر,2
الكرواسان,2
بحيث,2
بالزبدة,2
للحشوة,2
التونة,2
أعطيهم,2
ليستا,2
أشكرهم,2
وأعني,2
مضببا,2
منتج,2
توضيح,2
تلفيق,2
أكسب,2
حقيقية,2
اسمهم,2
الغذائي,2
طماطم,2
لتكونوا,2
تستطيعون,2
البقالة,2
تأكد,2
أملا,2
أصنعها,2
سنلتقي,2
الوسائد,2
الموسم,2
السابع,2
اشتقتم,2
للفيديوهات,2
يتعلمون,2
فأنت,2
حجمهم,2
متنوعة,2
مشرق,2
يختمر,2
القرفة,2
القوارير,2
بالليمون,2
وسأعيد,2
سنخلط,2
لترتاح,2
بوضعها,2
سيباع,2
يتغير,2
وأولادهم,2
ناموسية,2
للأشياء,2
غسالة,2
غرف,2
الميكروويف,2
تصورها,2
لأستخدمها,2
سأتركه,2
الإنستغرام,2
العذب,2
يسير,2
متجهة,2
حصى,2
ممنوعا,2
المحاليل,2
يرونها,2
تسعة,2
بالتوابل,2
موزة,2
تشعرين,2
أضعف,2
هدفي,2
ثابتا,2
وأخرب,2
ونحاول,2
للضعف,2
وملعقة,2
بمهارة,2
كتبوا,2
يصعدون,2
بالتدليك,2
أغرب,1
تسمعوها,1
إعطائك,1
عنوانا,1
وسنضربك,1
بقصة,1
أعنيه,1
فاتته,1
ووالدها,1
يتفاهمان,1
كانا,1
يحباني,1
يتمنونه,1
تنشأ,1
رغباته,1
بإمكانهم,1
الصلاة,1
صغره,1
وللأسف,1
بنقل,1
تكبرون,1
تقرأ,1
والأهل,1
عكس,1
وظهرت,1
والنزاعات,1
قرروا,1
والضحية,1
ليعد,1
خيرية,1
والحياة,1
أخبرها,1
جوانب,1
الإهمال,1
والأم؛,1
والداها,1
تبلغ,1
وتتعامل,1
معها؟,1
سيتبع,1
سنتوقف,1
ونتحدث,1
تنتظروها,1
ملفتة,1
للعين,1
أذكركم,1
أيقفتها,1
تتوقفي,1
يمكنني؛,1
عفوك,1
حياتي؛,1
الأليمة,1
ستتأثر,1
وأوصيك,1
عبرة,1
اللحمة,1
وحلوة,1
وأعظم,1
يدور؛,1
الوسائل,1
بالشخص,1
تعترض,1
وسنعود,1
خجولة,1
سيتوجهون,1
للتحقق,1
ترحيب,1
سيدخلا,1
وستخبرينها,1
سيتسببان,1
حدوث,1
رأتك,1
تدخلين,1
كامرأة,1
بإصلاح,1
وسنفعل,1
المخاطب,1
مراسلتي,1
وواصلوا,1
حمايتي,1
ابتلعته,1
وسحره,1
تعرفها,1
أبقيتني,1
فتقابل,1
وتدعوها,1
للدخول,1
ابني؟,1
متنكرة,1
والألم,1
أعمق,1
شممته؟,1
الروائح,1
وسيتحسس,1
قلل,1
تقوله,1
حرق,1
يتوسل,1
انفصلت,1
يعوضك,1
وأليس,1
وحدها؟,1
إعادته,1
أوجهك,1
عادل؟,1
مارا,1
ولقيتك,1
البدين,1
ولونه,1
أخبرينا,1
جمال؟,1
بصق,1
وتزوجني,1
والدتي؛,1
كأي,1
كلمتي,1
وأطفئي,1
وعفيفا,1
تظهريه,1
لنتحدث؛,1
عالقة,1
أفتقدك,1
صوته؛,1
ننادي,1
فأنه,1
فوال؟,1
وتركتني؟,1
أريد؟,1
ستشعر,1
يديك؛,1
تفكرون,1
بشخصة,1
وغطت,1
بك؛,1
حيال,1
ومشاكل,1
عاتقك,1
وستحميني,1
قضائي,1
سرد,1
وسأسألها,1
حيثما,1
وصفها,1
الجميلين,1
ذوي,1
القلوب,1
كابنات,1
لقبه,1
المسمى,1
اسألي,1
المحترم,1
الاستقرار؛,1
سيجني,1
الملائكة,1
أقسى,1
تتوجه,1
تبحثين,1
بالمكان؛,1
وتجد,1
محل,1
ستشاهد,1
تبحثي,1
خادمة؛,1
تتقاضى,1
أجرا,1
مختار,1
سنلاحظ,1
فوجوههم,1
وعينهم,1
فيه؟,1
تسقط,1
الأغر,1
كالغبية,1
وأحببتك,1
الصغار؛,1
أفقدك,1
وحدك؛,1
تهمك,1
سنخبره,1
أحمقك,1
سيوفر,1
مستقبلي؛,1
ستؤذينني,1
أتحسر,1
مقارنته,1
قلبي؛,1
سنهزمه,1
يتذكرون,1
وسيفعل,1
وعاء,1
ستنطلق,1
تشتري,1
العصيدة,1
اذكر,1
واحضر,1
سأخبر,1
إخفاء,1
حسم,1
أشتريه,1
سأخسر,1
يهزم,1
وسأخبره,1
سألتقيك,1
لأعطيك,1
باسمي؛,1
خطبك؟,1
خدعتني,1
وسنتولى,1
المسنون,1
والبيت,1
والسيارة,1
التشويش,1
سنترك,1
عنك؟,1
سيغمر,1
شرفتها,1
وهكذا؟,1
أهدرت,1
وأهدرت,1
محاطون,1
نفهمه,1
بني؟,1
منها؟,1
للضربة,1
بالندم,1
وأندم,1
ستنتهي,1
وسنحدد,1
المقبلة,1
الجنة,1
الأصدقاء؛,1
لصافي,1
مدينتها,1
سأحدث,1
تفوتك,1
اختلقه,1
لتلتقي,1
بأبيها,1
وأخطبها,1
تتأكد,1
لأعرف,1
معهم؛,1
أسبوعا,1
لخطب,1
إليها؛,1
تعتقدين؟,1
معك؛,1
أقنعتني,1
بمساعدتك,1
قناعتي,1
لرؤيتها,1
بالارتباط,1
دائما؛,1
الحادية,1
لأخبرك,1
رحلت؛,1
كسني,1
متجرها,1
معلمها,1
عابرة,1
أنتظرها,1
لتعود,1
وزعمت,1
آمنغ,1
ودعوتها,1
للاتصال,1
إليك؛,1
خطيبك,1
وعيي,1
شكوكي,1
أتصفح,1
صفحتها,1
تتواجد,1
السادة,1
فضولي,1
صيفا,1
وعليه,1
أكلم,1
جوش؛,1
مزاجك,1
آمنا,1
تعني؟,1
وبينه؟,1
صورك,1
واستمررنا,1
معه؛,1
بالصعق,1
حديثنا,1
تجلبك؛,1
جلبتك,1
سأخطب,1
ستكمل,1
سأحميك,1
وادركت,1
ستعتني,1
كثيرا؛,1
للوضع,1
صافي؟,1
مغادرتي,1
انخطبت,1
نهر,1
ابنتي؟,1
خطيبتي,1
أعطيناك,1
قبلناك,1
إعاقات,1
ساقي,1
تأتي؛,1
التوجه,1
ومعلمها,1
أخذاني,1
ترىني,1
سواها,1
الحافلات,1
أقيم,1
لديك؟,1
أموال,1
الباص,1
منزلنا؛,1
الوراثة,1
للبيع؛,1
بيعها,1
أموالها,1
إخوانهم,1
فارغا,1
أغلقوه,1
جيراننا؛,1
بالأب,1
ذهني؟,1
سافرنا,1
ويستمع,1
زيارتها,1
وأسعار,1
الكبيرين,1
القوق,1
عمل؛,1
يرافقني,1
بمشكلة,1
وسأظهره,1
انخرط,1
ونام,1
مسحتها,1
جرحني,1
يقتل,1
سيسود,1
رؤوسهم,1
اجعلنا,1
مستنقع,1
الحب؛,1
والمشاعر,1
للتلاعب,1
بهم؛,1
لكانت,1
أعلى,1
مخلصة,1
وبلال,1
سلاسلة,1
أنرت,1
حفظك,1
مشتاقة,1
الإدارة,1
لتخبرني,1
بأخبار,1
أتوق,1
انتظار,1
وقصة,1
الإداريون,1
سؤاله,1
مشاركتها,1
يزعجوك,1
بثنا,1
أنرتيني,1
وحدثيني,1
الكاملة,1
كعامل,1
استيقظ؟,1
لوالدته,1
خالة,1
كخادمة,1
للعمل؟,1
وكاتوني,1
بأخي,1
الخشونة,1
يقدمها,1
واسم,1
البركات,1
لجيم,1
بابلو؟,1
السمينة,1
سيمان,1
تتفقان,1
لتساعد,1
مواجها,1
وعليها,1
أعطت,1
الجلابية,1
السورة,1
تضعيها؟,1
أجهزها,1
اللف,1
توصلها,1
قادمون؛,1
طائرتهم,1
صافية,1
الجارة,1
داخلا,1
متواجدين,1
العمى,1
وينظرون,1
أدخلني؟,1
بالتوصيل,1
خليجية,1
مغربية؟,1
خبرا,1
مختلطين,1
متعبين,1
ونمنا,1
وتدرس,1
مكانك؟,1
داخلية,1
وسيتحدث,1
يرده,1
قال؟,1
ندرس؟,1
للتعاون,1
نعمل؟,1
يوفرون,1
قتلتها,1
استطعنا,1
ليقرأ,1
مقيدين,1
علموني,1
اخبرنا,1
الخليجيين,1
خليجيون,1
ستعملين,1
زرعي,1
عملت؛,1
الموضوع؛,1
حادا,1
ومباشرا,1
تحترم,1
تعيينه,1
صاح,1
والدتهم,1
وعمتنا,1
أسعدتنا,1
إزالته؛,1
سبقتك,1
وحركوا,1
بطاقتك,1
حجنا,1
أعاد,1
واغتصبني,1
السيد؟,1
ساعدوني,1
الأول؟,1
حاله؛,1
بهاتفه,1
للفقراء,1
ستنشأ,1
تتركوها,1
خالتي؟,1
رجاء,1
اخبرني,1
للراحة,1
ستواصل,1
المريض,1
ليراها,1
لتذهبي؟,1
يومك,1
الشاغل,1
الثامنة,1
تقيأ,1
نظرك؟,1
إسقاط,1
الشفقة؟,1
نسقطه,1
سنسقط,1
سيجعل,1
يتزوجها,1
الحل؛,1
تجعله,1
مولعا,1
وأم,1
ستستقر,1
اكتشفوا,1
تتحملين,1
والأهم,1
الغيتار,1
كلفني,1
يود,1
دعمي,1
رحمنا,1
لعملها,1
زويل,1
مجموعات,1
يتفكك,1
ويبكيك,1
ضحكتك,1
ضحكة,1
وكتبنا,1
تعرفهم؟,1
مملوكة,1
للنصارى,1
للعرب,1
فهى,1
فردت,1
يجول,1
والولد,1
ندعه,1
نظل,1
الكعبة,1
حية,1
نظرا,1
يتغيب,1
كلية,1
الكثيرة,1
لأستأجر,1
لأشتري,1
جمعته,1
بالدراسة,1
بالطب,1
ونعود,1
مصفى,1
ناجحا,1
بالعام,1
وجميلا,1
يعلمون,1
حلي,1
يرون,1
يرونك,1
تعاملنا,1
طماعين,1
متخصص,1
الديون,1
تتزايد,1
باعت,1
سلاسلها,1
الذهبية,1
باعتها,1
الإتاوات,1
والعدد,1
المحدد,1
يحجز,1
ليستطيع,1
يجذبنا,1
مشوشين,1
ونسقط,1
الأفيال,1
باستطاعته,1
يزور,1
سنتكفل,1
للقلق,1
اشتراك,1
وابحث,1
ويجلب,1
أحضرتنا,1
سماعك,1
بالهاتف,1
انتفخ,1
برقته,1
لأوصلك,1
سأحبسك,1
بطاقتي,1
سأساعدك,1
جار,1
ومزيد,1
السنين,1
سنرسل,1
للأدمين,1
المسيحي,1
رئيسنا,1
يوازي,1
نتوقعه,1
والدتنا,1
وصرخ,1
يصيبنا,1
